1,0.153489704,-0.03333,0.1095425,0.099788367,-1
2,0.145201189,0.100446,0.080581053,0.099828,0
3,0.1617884,0.1385995,0.16694,0.0864668,-1
4,0.113320812,0.204898,0.0815705,0.0799014,0
5,0.12338428,-0.0516115,0.1756,0.0184484,-1
6,0.129563732,0.0862145,0.137488333,0.030605,-1
7,0.08707192,0.0405795,0.1179928,0.073286923,-1
8,0.097022769,0.059974,0.022356818,-0.002428163,0
9,0.103609531,0.006999,0.0876204,-0.004151628,-1
10,0.109284448,0.033431,0.008531111,0.055381,0
11,0.102688876,0.0269705,0.0935725,0.033569048,-1
12,0.125954756,-0.040419,0.095538,0.067988571,-1
13,0.098611363,0.0277575,0.011873846,0.0236524,-1
14,0.12413692,0.1108805,0.1081775,0.141146585,0
15,0.111153306,0.016209,-0.023603913,0.012671556,0
16,0.148037261,-0.060754,0.085849231,0.021997179,0
17,0.123462435,-0.000197,0.076188929,0.065479362,1
18,0.146309098,0.1523615,0.054644091,0.062513409,-1
19,0.141293036,0.071521,0.001323182,0.036155,-1
20,0.177990764,-0.0382835,0.107874,0.082634167,-1
21,0.144957571,-0.0322245,0.050256842,0.046048,1
22,0.131484348,0.068727,0.130725,0.087871591,0
23,0.146099784,0.090037,0.054088148,0.035924167,0
24,0.093854796,-0.0123605,0.119022,0.042739149,0
25,0.109676299,0.060473,0.078652308,0.112729388,0
26,0.132931974,0.050048,-0.047910476,-0.041578043,-1
27,0.130644791,0.016951,-0.0209652,-0.001566818,-1
28,0.135518264,0.0635225,0.045304091,0.025381957,1
29,0.160543705,0.049046,0.0759556,0.088555714,1
30,0.060210447,0.1183895,0.01852,0.039947714,-1
31,0.142556204,0.072499,0.017210417,0.029707391,-1
32,0.096957989,0.0039385,0.072873846,0.079373556,0
33,0.136534921,0.0183235,0.066299583,0.056678919,-1
34,0.040029431,0.079156,0.099796957,0.154361026,-1
35,0.117154389,0.040739,0.063777037,0.1001914,0
36,0.111099185,0.0471595,0.054798462,0.0334768,-1
37,0.116706295,0.0921215,0.059442273,0.05650102,-1
38,0.116706874,-0.055516,-0.046518333,0.024248333,-1
39,0.136432712,0.0990205,0.005214167,0.113823673,-2
