1,0.127228855,-0.000651,0.016661333,0.0795254,1
2,0.149089674,0.027321667,-0.319796667,0.059497755,1
3,0.19733783,0.128486333,0.066396667,0.092725714,1
4,0.144729394,0.083013667,0.149895172,0.1153126,0
5,0.104748168,0.032415667,0.098276667,0.073684694,0
6,0.025011494,0.08986,0.645706667,0.035018367,1
7,0.165451569,0.140887667,0.008538333,0.071804583,1
8,0.195992179,0.085028333,0.24622,0.053931875,1
9,0.123329289,0.048625,-0.130815,0.020422708,1
10,0.119904153,0.073788333,0.07729,0.047318125,1
11,0.101307087,0.100486,0.060722778,0.1204984,1
12,0.113762734,0.094968667,-0.0040325,0.0522122,-1
13,0.124331387,0.063910667,0.006032857,0.0012096,-1
14,0.104825561,0.040358667,-0.01191,-0.019567917,1
15,0.087123917,-0.010711667,0.169455714,-0.007464082,0
16,0.151506067,-0.008869,0.1362025,-0.0090142,1
17,0.150019712,0.077122,0.223274,0.038422041,0
18,0.122359923,0.089596667,0.039007,0.064833333,-1
19,0.12248599,0.014292,-0.031955,0.047244222,-1
20,0.103287984,0.082508667,0.042331111,0.0300772,0
21,0.098506443,0.006328667,0.206378333,0.079777708,0
22,0.063130901,0.088603667,0.12927,0.0970568,-1
23,0.089298846,0.075159667,0.119036667,0.07742102,1
24,0.147499405,0.046341333,0.108766667,0.00789102,1
25,0.104072597,0.033806,0.046396471,0.112555918,1
26,0.095645262,0.013186667,-0.090451818,0.053004694,1
27,0.06473081,0.073393333,0.060555,0.042885,1
28,0.147246445,0.114028333,0.339275,0.120554898,1
29,0.169591348,0.030898333,0.047975,0.104073542,-1
30,0.08769596,0.045333667,0.028865714,0.1805244,-1
31,0.099246222,0.032345667,-0.011968182,0.106271429,1
32,0.118424774,0.136764667,0.012025,0.210878367,0
33,0.143291322,0.045690333,-0.020437778,0.085097872,1
34,0.154244246,0.120017,0.030201667,0.061786,0
35,0.084703908,-0.055248667,-0.011049444,0.035979388,0
36,0.091333491,0.00867,0.3573025,0.048518043,-1
37,0.105176566,0.081413667,-0.027109091,0.071583333,1
38,0.124061349,0.106044,-0.0742475,0.1447882,-1
39,0.103970582,0.040328333,0.112278333,0.096821429,1
40,0.113835019,0.034017333,0.0892912,0.126136939,1
41,0.143881142,0.071723667,0.047277857,0.1381956,-1
42,0.127066322,0.081157,0.036586522,0.121030204,1
43,0.156605231,0.040731333,0.051789,0.189404082,1
44,0.14108354,0.133827667,0.03666,0.0971148,0
45,0.0929967,0.078707333,-0.027628462,0.140554583,1
46,0.169952579,0.148353667,0.050487273,0.129956667,1
47,0.133022733,0.032578333,0.083741579,0.111884375,0
48,0.089989721,0.085146,0.052132381,0.1536772,1
49,0.14958213,0.101187667,-0.034622917,0.084570816,1
50,0.131594317,0.111001,0.079946,0.1318214,-2
